,step,train_error,validation_error
165,64515,0.0078125,0.10400000214576721
166,64906,0.0,0.08400000631809235
167,65297,0.0,0.06400000303983688
168,65688,0.0,0.09600000083446503
169,66079,0.0,0.07200000435113907
170,66470,0.0,0.07600000500679016
171,66861,0.0078125,0.09600000083446503
172,67252,0.0,0.06000000238418579
173,67643,0.0,0.06800000369548798
174,68034,0.0,0.08000000566244125
175,68425,0.0,0.07600000500679016
176,68816,0.0,0.06400000303983688
177,69207,0.0,0.08000000566244125
178,69598,0.0,0.09200000762939453
179,69989,0.0,0.06800000369548798
180,70380,0.0,0.07200000435113907
181,70771,0.0,0.08000000566244125
182,71162,0.0,0.08400000631809235
183,71553,0.0,0.09200000762939453
184,71944,0.0,0.09600000083446503
185,72335,0.0,0.09600000083446503
186,72726,0.0,0.06400000303983688
187,73117,0.0,0.06000000238418579
188,73508,0.0,0.09200000762939453
189,73899,0.0,0.0560000017285347
190,74290,0.0,0.08400000631809235
191,74681,0.0,0.10400000214576721
192,75072,0.0,0.08800000697374344
193,75463,0.0,0.12000000476837158
194,75854,0.0,0.07200000435113907
195,76245,0.0,0.052000001072883606
196,76636,0.0,0.06400000303983688
197,77027,0.0,0.10000000149011612
198,77418,0.0,0.06000000238418579
199,77809,0.0,0.08800000697374344
200,78200,0.0,0.12000000476837158
201,78591,0.0,0.07600000500679016
202,78982,0.0,0.10400000214576721
203,79373,0.0,0.06400000303983688
204,79764,0.0,0.09200000762939453
